lig_id,pro_id,dests,score
9,1364,./data/processed_data/pro_lig_voxels/train/1364_pro_0009_lig.npy,0
9,1674,./data/processed_data/pro_lig_voxels/train/1674_pro_0009_lig.npy,0
9,1038,./data/processed_data/pro_lig_voxels/train/1038_pro_0009_lig.npy,0
9,2630,./data/processed_data/pro_lig_voxels/train/2630_pro_0009_lig.npy,0
9,9,./data/processed_data/pro_lig_voxels/train/0009_pro_0009_lig.npy,1
10,68,./data/processed_data/pro_lig_voxels/train/0068_pro_0010_lig.npy,0
10,1997,./data/processed_data/pro_lig_voxels/train/1997_pro_0010_lig.npy,0
10,2685,./data/processed_data/pro_lig_voxels/train/2685_pro_0010_lig.npy,0
10,1126,./data/processed_data/pro_lig_voxels/train/1126_pro_0010_lig.npy,0
10,10,./data/processed_data/pro_lig_voxels/train/0010_pro_0010_lig.npy,1
11,2644,./data/processed_data/pro_lig_voxels/train/2644_pro_0011_lig.npy,0
11,414,./data/processed_data/pro_lig_voxels/train/0414_pro_0011_lig.npy,0
11,2055,./data/processed_data/pro_lig_voxels/train/2055_pro_0011_lig.npy,0
11,2059,./data/processed_data/pro_lig_voxels/train/2059_pro_0011_lig.npy,0
11,11,./data/processed_data/pro_lig_voxels/train/0011_pro_0011_lig.npy,1
12,1730,./data/processed_data/pro_lig_voxels/train/1730_pro_0012_lig.npy,0
12,1535,./data/processed_data/pro_lig_voxels/train/1535_pro_0012_lig.npy,0
12,1771,./data/processed_data/pro_lig_voxels/train/1771_pro_0012_lig.npy,0
12,703,./data/processed_data/pro_lig_voxels/train/0703_pro_0012_lig.npy,0
12,12,./data/processed_data/pro_lig_voxels/train/0012_pro_0012_lig.npy,1
13,1699,./data/processed_data/pro_lig_voxels/train/1699_pro_0013_lig.npy,0
13,1670,./data/processed_data/pro_lig_voxels/train/1670_pro_0013_lig.npy,0
13,1854,./data/processed_data/pro_lig_voxels/train/1854_pro_0013_lig.npy,0
13,1251,./data/processed_data/pro_lig_voxels/train/1251_pro_0013_lig.npy,0
13,13,./data/processed_data/pro_lig_voxels/train/0013_pro_0013_lig.npy,1
14,2530,./data/processed_data/pro_lig_voxels/train/2530_pro_0014_lig.npy,0
14,2518,./data/processed_data/pro_lig_voxels/train/2518_pro_0014_lig.npy,0
14,2364,./data/processed_data/pro_lig_voxels/train/2364_pro_0014_lig.npy,0
14,2693,./data/processed_data/pro_lig_voxels/train/2693_pro_0014_lig.npy,0
14,14,./data/processed_data/pro_lig_voxels/train/0014_pro_0014_lig.npy,1
15,508,./data/processed_data/pro_lig_voxels/train/0508_pro_0015_lig.npy,0
15,1465,./data/processed_data/pro_lig_voxels/train/1465_pro_0015_lig.npy,0
15,354,./data/processed_data/pro_lig_voxels/train/0354_pro_0015_lig.npy,0
15,1053,./data/processed_data/pro_lig_voxels/train/1053_pro_0015_lig.npy,0
15,15,./data/processed_data/pro_lig_voxels/train/0015_pro_0015_lig.npy,1
16,1755,./data/processed_data/pro_lig_voxels/train/1755_pro_0016_lig.npy,0
16,2592,./data/processed_data/pro_lig_voxels/train/2592_pro_0016_lig.npy,0
16,1553,./data/processed_data/pro_lig_voxels/train/1553_pro_0016_lig.npy,0
16,233,./data/processed_data/pro_lig_voxels/train/0233_pro_0016_lig.npy,0
16,16,./data/processed_data/pro_lig_voxels/train/0016_pro_0016_lig.npy,1
17,2278,./data/processed_data/pro_lig_voxels/train/2278_pro_0017_lig.npy,0
17,371,./data/processed_data/pro_lig_voxels/train/0371_pro_0017_lig.npy,0
17,1104,./data/processed_data/pro_lig_voxels/train/1104_pro_0017_lig.npy,0
17,1686,./data/processed_data/pro_lig_voxels/train/1686_pro_0017_lig.npy,0
17,17,./data/processed_data/pro_lig_voxels/train/0017_pro_0017_lig.npy,1
18,985,./data/processed_data/pro_lig_voxels/train/0985_pro_0018_lig.npy,0
18,2684,./data/processed_data/pro_lig_voxels/train/2684_pro_0018_lig.npy,0
18,1351,./data/processed_data/pro_lig_voxels/train/1351_pro_0018_lig.npy,0
18,1391,./data/processed_data/pro_lig_voxels/train/1391_pro_0018_lig.npy,0
18,18,./data/processed_data/pro_lig_voxels/train/0018_pro_0018_lig.npy,1
19,2415,./data/processed_data/pro_lig_voxels/train/2415_pro_0019_lig.npy,0
19,810,./data/processed_data/pro_lig_voxels/train/0810_pro_0019_lig.npy,0
19,1847,./data/processed_data/pro_lig_voxels/train/1847_pro_0019_lig.npy,0
19,721,./data/processed_data/pro_lig_voxels/train/0721_pro_0019_lig.npy,0
19,19,./data/processed_data/pro_lig_voxels/train/0019_pro_0019_lig.npy,1
20,706,./data/processed_data/pro_lig_voxels/train/0706_pro_0020_lig.npy,0
20,1164,./data/processed_data/pro_lig_voxels/train/1164_pro_0020_lig.npy,0
20,266,./data/processed_data/pro_lig_voxels/train/0266_pro_0020_lig.npy,0
20,272,./data/processed_data/pro_lig_voxels/train/0272_pro_0020_lig.npy,0
20,20,./data/processed_data/pro_lig_voxels/train/0020_pro_0020_lig.npy,1
21,1610,./data/processed_data/pro_lig_voxels/train/1610_pro_0021_lig.npy,0
21,1077,./data/processed_data/pro_lig_voxels/train/1077_pro_0021_lig.npy,0
21,2642,./data/processed_data/pro_lig_voxels/train/2642_pro_0021_lig.npy,0
21,2103,./data/processed_data/pro_lig_voxels/train/2103_pro_0021_lig.npy,0
21,21,./data/processed_data/pro_lig_voxels/train/0021_pro_0021_lig.npy,1
22,202,./data/processed_data/pro_lig_voxels/train/0202_pro_0022_lig.npy,0
22,585,./data/processed_data/pro_lig_voxels/train/0585_pro_0022_lig.npy,0
22,2064,./data/processed_data/pro_lig_voxels/train/2064_pro_0022_lig.npy,0
22,2134,./data/processed_data/pro_lig_voxels/train/2134_pro_0022_lig.npy,0
22,22,./data/processed_data/pro_lig_voxels/train/0022_pro_0022_lig.npy,1
23,838,./data/processed_data/pro_lig_voxels/train/0838_pro_0023_lig.npy,0
23,934,./data/processed_data/pro_lig_voxels/train/0934_pro_0023_lig.npy,0
23,1767,./data/processed_data/pro_lig_voxels/train/1767_pro_0023_lig.npy,0
23,2659,./data/processed_data/pro_lig_voxels/train/2659_pro_0023_lig.npy,0
23,23,./data/processed_data/pro_lig_voxels/train/0023_pro_0023_lig.npy,1
24,1199,./data/processed_data/pro_lig_voxels/train/1199_pro_0024_lig.npy,0
24,955,./data/processed_data/pro_lig_voxels/train/0955_pro_0024_lig.npy,0
24,1833,./data/processed_data/pro_lig_voxels/train/1833_pro_0024_lig.npy,0
24,1688,./data/processed_data/pro_lig_voxels/train/1688_pro_0024_lig.npy,0
24,24,./data/processed_data/pro_lig_voxels/train/0024_pro_0024_lig.npy,1
25,2379,./data/processed_data/pro_lig_voxels/train/2379_pro_0025_lig.npy,0
25,2338,./data/processed_data/pro_lig_voxels/train/2338_pro_0025_lig.npy,0
25,461,./data/processed_data/pro_lig_voxels/train/0461_pro_0025_lig.npy,0
25,836,./data/processed_data/pro_lig_voxels/train/0836_pro_0025_lig.npy,0
25,25,./data/processed_data/pro_lig_voxels/train/0025_pro_0025_lig.npy,1
26,224,./data/processed_data/pro_lig_voxels/train/0224_pro_0026_lig.npy,0
26,2687,./data/processed_data/pro_lig_voxels/train/2687_pro_0026_lig.npy,0
26,184,./data/processed_data/pro_lig_voxels/train/0184_pro_0026_lig.npy,0
26,2568,./data/processed_data/pro_lig_voxels/train/2568_pro_0026_lig.npy,0
26,26,./data/processed_data/pro_lig_voxels/train/0026_pro_0026_lig.npy,1
27,2449,./data/processed_data/pro_lig_voxels/train/2449_pro_0027_lig.npy,0
27,788,./data/processed_data/pro_lig_voxels/train/0788_pro_0027_lig.npy,0
27,1584,./data/processed_data/pro_lig_voxels/train/1584_pro_0027_lig.npy,0
27,2245,./data/processed_data/pro_lig_voxels/train/2245_pro_0027_lig.npy,0
27,27,./data/processed_data/pro_lig_voxels/train/0027_pro_0027_lig.npy,1
28,479,./data/processed_data/pro_lig_voxels/train/0479_pro_0028_lig.npy,0
28,1008,./data/processed_data/pro_lig_voxels/train/1008_pro_0028_lig.npy,0
28,2587,./data/processed_data/pro_lig_voxels/train/2587_pro_0028_lig.npy,0
28,177,./data/processed_data/pro_lig_voxels/train/0177_pro_0028_lig.npy,0
28,28,./data/processed_data/pro_lig_voxels/train/0028_pro_0028_lig.npy,1
29,1199,./data/processed_data/pro_lig_voxels/train/1199_pro_0029_lig.npy,0
29,2268,./data/processed_data/pro_lig_voxels/train/2268_pro_0029_lig.npy,0
29,1520,./data/processed_data/pro_lig_voxels/train/1520_pro_0029_lig.npy,0
29,763,./data/processed_data/pro_lig_voxels/train/0763_pro_0029_lig.npy,0
29,29,./data/processed_data/pro_lig_voxels/train/0029_pro_0029_lig.npy,1
30,462,./data/processed_data/pro_lig_voxels/train/0462_pro_0030_lig.npy,0
30,1932,./data/processed_data/pro_lig_voxels/train/1932_pro_0030_lig.npy,0
30,1492,./data/processed_data/pro_lig_voxels/train/1492_pro_0030_lig.npy,0
30,666,./data/processed_data/pro_lig_voxels/train/0666_pro_0030_lig.npy,0
30,30,./data/processed_data/pro_lig_voxels/train/0030_pro_0030_lig.npy,1
31,568,./data/processed_data/pro_lig_voxels/train/0568_pro_0031_lig.npy,0
31,1577,./data/processed_data/pro_lig_voxels/train/1577_pro_0031_lig.npy,0
31,1970,./data/processed_data/pro_lig_voxels/train/1970_pro_0031_lig.npy,0
31,1928,./data/processed_data/pro_lig_voxels/train/1928_pro_0031_lig.npy,0
31,31,./data/processed_data/pro_lig_voxels/train/0031_pro_0031_lig.npy,1
32,1119,./data/processed_data/pro_lig_voxels/train/1119_pro_0032_lig.npy,0
32,713,./data/processed_data/pro_lig_voxels/train/0713_pro_0032_lig.npy,0
32,664,./data/processed_data/pro_lig_voxels/train/0664_pro_0032_lig.npy,0
32,1688,./data/processed_data/pro_lig_voxels/train/1688_pro_0032_lig.npy,0
32,32,./data/processed_data/pro_lig_voxels/train/0032_pro_0032_lig.npy,1
33,2243,./data/processed_data/pro_lig_voxels/train/2243_pro_0033_lig.npy,0
33,1261,./data/processed_data/pro_lig_voxels/train/1261_pro_0033_lig.npy,0
33,1349,./data/processed_data/pro_lig_voxels/train/1349_pro_0033_lig.npy,0
33,733,./data/processed_data/pro_lig_voxels/train/0733_pro_0033_lig.npy,0
33,33,./data/processed_data/pro_lig_voxels/train/0033_pro_0033_lig.npy,1
34,1613,./data/processed_data/pro_lig_voxels/train/1613_pro_0034_lig.npy,0
34,1164,./data/processed_data/pro_lig_voxels/train/1164_pro_0034_lig.npy,0
34,2061,./data/processed_data/pro_lig_voxels/train/2061_pro_0034_lig.npy,0
34,582,./data/processed_data/pro_lig_voxels/train/0582_pro_0034_lig.npy,0
34,34,./data/processed_data/pro_lig_voxels/train/0034_pro_0034_lig.npy,1
35,341,./data/processed_data/pro_lig_voxels/train/0341_pro_0035_lig.npy,0
35,899,./data/processed_data/pro_lig_voxels/train/0899_pro_0035_lig.npy,0
35,855,./data/processed_data/pro_lig_voxels/train/0855_pro_0035_lig.npy,0
35,1026,./data/processed_data/pro_lig_voxels/train/1026_pro_0035_lig.npy,0
35,35,./data/processed_data/pro_lig_voxels/train/0035_pro_0035_lig.npy,1
36,1530,./data/processed_data/pro_lig_voxels/train/1530_pro_0036_lig.npy,0
36,1500,./data/processed_data/pro_lig_voxels/train/1500_pro_0036_lig.npy,0
36,2117,./data/processed_data/pro_lig_voxels/train/2117_pro_0036_lig.npy,0
36,1887,./data/processed_data/pro_lig_voxels/train/1887_pro_0036_lig.npy,0
36,36,./data/processed_data/pro_lig_voxels/train/0036_pro_0036_lig.npy,1
37,840,./data/processed_data/pro_lig_voxels/train/0840_pro_0037_lig.npy,0
37,1839,./data/processed_data/pro_lig_voxels/train/1839_pro_0037_lig.npy,0
37,1172,./data/processed_data/pro_lig_voxels/train/1172_pro_0037_lig.npy,0
37,1257,./data/processed_data/pro_lig_voxels/train/1257_pro_0037_lig.npy,0
37,37,./data/processed_data/pro_lig_voxels/train/0037_pro_0037_lig.npy,1
38,2686,./data/processed_data/pro_lig_voxels/train/2686_pro_0038_lig.npy,0
38,863,./data/processed_data/pro_lig_voxels/train/0863_pro_0038_lig.npy,0
38,1084,./data/processed_data/pro_lig_voxels/train/1084_pro_0038_lig.npy,0
38,2152,./data/processed_data/pro_lig_voxels/train/2152_pro_0038_lig.npy,0
38,38,./data/processed_data/pro_lig_voxels/train/0038_pro_0038_lig.npy,1
39,1718,./data/processed_data/pro_lig_voxels/train/1718_pro_0039_lig.npy,0
39,896,./data/processed_data/pro_lig_voxels/train/0896_pro_0039_lig.npy,0
39,2592,./data/processed_data/pro_lig_voxels/train/2592_pro_0039_lig.npy,0
39,1652,./data/processed_data/pro_lig_voxels/train/1652_pro_0039_lig.npy,0
39,39,./data/processed_data/pro_lig_voxels/train/0039_pro_0039_lig.npy,1
40,812,./data/processed_data/pro_lig_voxels/train/0812_pro_0040_lig.npy,0
40,838,./data/processed_data/pro_lig_voxels/train/0838_pro_0040_lig.npy,0
40,1205,./data/processed_data/pro_lig_voxels/train/1205_pro_0040_lig.npy,0
40,709,./data/processed_data/pro_lig_voxels/train/0709_pro_0040_lig.npy,0
40,40,./data/processed_data/pro_lig_voxels/train/0040_pro_0040_lig.npy,1
41,826,./data/processed_data/pro_lig_voxels/train/0826_pro_0041_lig.npy,0
41,1879,./data/processed_data/pro_lig_voxels/train/1879_pro_0041_lig.npy,0
41,1801,./data/processed_data/pro_lig_voxels/train/1801_pro_0041_lig.npy,0
41,2354,./data/processed_data/pro_lig_voxels/train/2354_pro_0041_lig.npy,0
41,41,./data/processed_data/pro_lig_voxels/train/0041_pro_0041_lig.npy,1
42,217,./data/processed_data/pro_lig_voxels/train/0217_pro_0042_lig.npy,0
42,2235,./data/processed_data/pro_lig_voxels/train/2235_pro_0042_lig.npy,0
42,170,./data/processed_data/pro_lig_voxels/train/0170_pro_0042_lig.npy,0
42,620,./data/processed_data/pro_lig_voxels/train/0620_pro_0042_lig.npy,0
42,42,./data/processed_data/pro_lig_voxels/train/0042_pro_0042_lig.npy,1
43,127,./data/processed_data/pro_lig_voxels/train/0127_pro_0043_lig.npy,0
43,1628,./data/processed_data/pro_lig_voxels/train/1628_pro_0043_lig.npy,0
43,719,./data/processed_data/pro_lig_voxels/train/0719_pro_0043_lig.npy,0
43,53,./data/processed_data/pro_lig_voxels/train/0053_pro_0043_lig.npy,0
43,43,./data/processed_data/pro_lig_voxels/train/0043_pro_0043_lig.npy,1
44,1737,./data/processed_data/pro_lig_voxels/train/1737_pro_0044_lig.npy,0
44,2154,./data/processed_data/pro_lig_voxels/train/2154_pro_0044_lig.npy,0
44,335,./data/processed_data/pro_lig_voxels/train/0335_pro_0044_lig.npy,0
44,454,./data/processed_data/pro_lig_voxels/train/0454_pro_0044_lig.npy,0
44,44,./data/processed_data/pro_lig_voxels/train/0044_pro_0044_lig.npy,1
45,1754,./data/processed_data/pro_lig_voxels/train/1754_pro_0045_lig.npy,0
45,1172,./data/processed_data/pro_lig_voxels/train/1172_pro_0045_lig.npy,0
45,641,./data/processed_data/pro_lig_voxels/train/0641_pro_0045_lig.npy,0
45,889,./data/processed_data/pro_lig_voxels/train/0889_pro_0045_lig.npy,0
45,45,./data/processed_data/pro_lig_voxels/train/0045_pro_0045_lig.npy,1
46,2049,./data/processed_data/pro_lig_voxels/train/2049_pro_0046_lig.npy,0
46,1119,./data/processed_data/pro_lig_voxels/train/1119_pro_0046_lig.npy,0
46,1069,./data/processed_data/pro_lig_voxels/train/1069_pro_0046_lig.npy,0
46,1844,./data/processed_data/pro_lig_voxels/train/1844_pro_0046_lig.npy,0
46,46,./data/processed_data/pro_lig_voxels/train/0046_pro_0046_lig.npy,1
47,2654,./data/processed_data/pro_lig_voxels/train/2654_pro_0047_lig.npy,0
47,2054,./data/processed_data/pro_lig_voxels/train/2054_pro_0047_lig.npy,0
47,1657,./data/processed_data/pro_lig_voxels/train/1657_pro_0047_lig.npy,0
47,2667,./data/processed_data/pro_lig_voxels/train/2667_pro_0047_lig.npy,0
47,47,./data/processed_data/pro_lig_voxels/train/0047_pro_0047_lig.npy,1
48,2617,./data/processed_data/pro_lig_voxels/train/2617_pro_0048_lig.npy,0
48,2426,./data/processed_data/pro_lig_voxels/train/2426_pro_0048_lig.npy,0
48,2137,./data/processed_data/pro_lig_voxels/train/2137_pro_0048_lig.npy,0
48,574,./data/processed_data/pro_lig_voxels/train/0574_pro_0048_lig.npy,0
48,48,./data/processed_data/pro_lig_voxels/train/0048_pro_0048_lig.npy,1
49,1882,./data/processed_data/pro_lig_voxels/train/1882_pro_0049_lig.npy,0
49,517,./data/processed_data/pro_lig_voxels/train/0517_pro_0049_lig.npy,0
49,25,./data/processed_data/pro_lig_voxels/train/0025_pro_0049_lig.npy,0
49,989,./data/processed_data/pro_lig_voxels/train/0989_pro_0049_lig.npy,0
49,49,./data/processed_data/pro_lig_voxels/train/0049_pro_0049_lig.npy,1
50,1483,./data/processed_data/pro_lig_voxels/train/1483_pro_0050_lig.npy,0
50,587,./data/processed_data/pro_lig_voxels/train/0587_pro_0050_lig.npy,0
50,2552,./data/processed_data/pro_lig_voxels/train/2552_pro_0050_lig.npy,0
50,346,./data/processed_data/pro_lig_voxels/train/0346_pro_0050_lig.npy,0
50,50,./data/processed_data/pro_lig_voxels/train/0050_pro_0050_lig.npy,1
51,509,./data/processed_data/pro_lig_voxels/train/0509_pro_0051_lig.npy,0
51,1110,./data/processed_data/pro_lig_voxels/train/1110_pro_0051_lig.npy,0
51,707,./data/processed_data/pro_lig_voxels/train/0707_pro_0051_lig.npy,0
51,1103,./data/processed_data/pro_lig_voxels/train/1103_pro_0051_lig.npy,0
51,51,./data/processed_data/pro_lig_voxels/train/0051_pro_0051_lig.npy,1
52,261,./data/processed_data/pro_lig_voxels/train/0261_pro_0052_lig.npy,0
52,1615,./data/processed_data/pro_lig_voxels/train/1615_pro_0052_lig.npy,0
52,2101,./data/processed_data/pro_lig_voxels/train/2101_pro_0052_lig.npy,0
52,1877,./data/processed_data/pro_lig_voxels/train/1877_pro_0052_lig.npy,0
52,52,./data/processed_data/pro_lig_voxels/train/0052_pro_0052_lig.npy,1
53,2699,./data/processed_data/pro_lig_voxels/train/2699_pro_0053_lig.npy,0
53,2412,./data/processed_data/pro_lig_voxels/train/2412_pro_0053_lig.npy,0
53,2677,./data/processed_data/pro_lig_voxels/train/2677_pro_0053_lig.npy,0
53,354,./data/processed_data/pro_lig_voxels/train/0354_pro_0053_lig.npy,0
53,53,./data/processed_data/pro_lig_voxels/train/0053_pro_0053_lig.npy,1
54,2538,./data/processed_data/pro_lig_voxels/train/2538_pro_0054_lig.npy,0
54,1026,./data/processed_data/pro_lig_voxels/train/1026_pro_0054_lig.npy,0
54,2065,./data/processed_data/pro_lig_voxels/train/2065_pro_0054_lig.npy,0
54,2559,./data/processed_data/pro_lig_voxels/train/2559_pro_0054_lig.npy,0
54,54,./data/processed_data/pro_lig_voxels/train/0054_pro_0054_lig.npy,1
55,546,./data/processed_data/pro_lig_voxels/train/0546_pro_0055_lig.npy,0
55,835,./data/processed_data/pro_lig_voxels/train/0835_pro_0055_lig.npy,0
55,2001,./data/processed_data/pro_lig_voxels/train/2001_pro_0055_lig.npy,0
55,758,./data/processed_data/pro_lig_voxels/train/0758_pro_0055_lig.npy,0
55,55,./data/processed_data/pro_lig_voxels/train/0055_pro_0055_lig.npy,1
56,1006,./data/processed_data/pro_lig_voxels/train/1006_pro_0056_lig.npy,0
56,1221,./data/processed_data/pro_lig_voxels/train/1221_pro_0056_lig.npy,0
56,250,./data/processed_data/pro_lig_voxels/train/0250_pro_0056_lig.npy,0
56,2107,./data/processed_data/pro_lig_voxels/train/2107_pro_0056_lig.npy,0
56,56,./data/processed_data/pro_lig_voxels/train/0056_pro_0056_lig.npy,1
57,1830,./data/processed_data/pro_lig_voxels/train/1830_pro_0057_lig.npy,0
57,1619,./data/processed_data/pro_lig_voxels/train/1619_pro_0057_lig.npy,0
57,594,./data/processed_data/pro_lig_voxels/train/0594_pro_0057_lig.npy,0
57,1953,./data/processed_data/pro_lig_voxels/train/1953_pro_0057_lig.npy,0
57,57,./data/processed_data/pro_lig_voxels/train/0057_pro_0057_lig.npy,1
58,2453,./data/processed_data/pro_lig_voxels/train/2453_pro_0058_lig.npy,0
58,1385,./data/processed_data/pro_lig_voxels/train/1385_pro_0058_lig.npy,0
58,330,./data/processed_data/pro_lig_voxels/train/0330_pro_0058_lig.npy,0
58,2150,./data/processed_data/pro_lig_voxels/train/2150_pro_0058_lig.npy,0
58,58,./data/processed_data/pro_lig_voxels/train/0058_pro_0058_lig.npy,1
59,1397,./data/processed_data/pro_lig_voxels/train/1397_pro_0059_lig.npy,0
59,1265,./data/processed_data/pro_lig_voxels/train/1265_pro_0059_lig.npy,0
59,168,./data/processed_data/pro_lig_voxels/train/0168_pro_0059_lig.npy,0
59,213,./data/processed_data/pro_lig_voxels/train/0213_pro_0059_lig.npy,0
59,59,./data/processed_data/pro_lig_voxels/train/0059_pro_0059_lig.npy,1
60,2527,./data/processed_data/pro_lig_voxels/train/2527_pro_0060_lig.npy,0
60,1264,./data/processed_data/pro_lig_voxels/train/1264_pro_0060_lig.npy,0
60,859,./data/processed_data/pro_lig_voxels/train/0859_pro_0060_lig.npy,0
60,14,./data/processed_data/pro_lig_voxels/train/0014_pro_0060_lig.npy,0
60,60,./data/processed_data/pro_lig_voxels/train/0060_pro_0060_lig.npy,1
61,1491,./data/processed_data/pro_lig_voxels/train/1491_pro_0061_lig.npy,0
61,1058,./data/processed_data/pro_lig_voxels/train/1058_pro_0061_lig.npy,0
61,450,./data/processed_data/pro_lig_voxels/train/0450_pro_0061_lig.npy,0
61,168,./data/processed_data/pro_lig_voxels/train/0168_pro_0061_lig.npy,0
61,61,./data/processed_data/pro_lig_voxels/train/0061_pro_0061_lig.npy,1
62,469,./data/processed_data/pro_lig_voxels/train/0469_pro_0062_lig.npy,0
62,1234,./data/processed_data/pro_lig_voxels/train/1234_pro_0062_lig.npy,0
62,2395,./data/processed_data/pro_lig_voxels/train/2395_pro_0062_lig.npy,0
62,2103,./data/processed_data/pro_lig_voxels/train/2103_pro_0062_lig.npy,0
62,62,./data/processed_data/pro_lig_voxels/train/0062_pro_0062_lig.npy,1
63,846,./data/processed_data/pro_lig_voxels/train/0846_pro_0063_lig.npy,0
63,2547,./data/processed_data/pro_lig_voxels/train/2547_pro_0063_lig.npy,0
63,538,./data/processed_data/pro_lig_voxels/train/0538_pro_0063_lig.npy,0
63,274,./data/processed_data/pro_lig_voxels/train/0274_pro_0063_lig.npy,0
63,63,./data/processed_data/pro_lig_voxels/train/0063_pro_0063_lig.npy,1
64,15,./data/processed_data/pro_lig_voxels/train/0015_pro_0064_lig.npy,0
64,897,./data/processed_data/pro_lig_voxels/train/0897_pro_0064_lig.npy,0
64,2035,./data/processed_data/pro_lig_voxels/train/2035_pro_0064_lig.npy,0
64,1557,./data/processed_data/pro_lig_voxels/train/1557_pro_0064_lig.npy,0
64,64,./data/processed_data/pro_lig_voxels/train/0064_pro_0064_lig.npy,1
65,2623,./data/processed_data/pro_lig_voxels/train/2623_pro_0065_lig.npy,0
65,158,./data/processed_data/pro_lig_voxels/train/0158_pro_0065_lig.npy,0
65,2307,./data/processed_data/pro_lig_voxels/train/2307_pro_0065_lig.npy,0
65,2310,./data/processed_data/pro_lig_voxels/train/2310_pro_0065_lig.npy,0
65,65,./data/processed_data/pro_lig_voxels/train/0065_pro_0065_lig.npy,1
66,1493,./data/processed_data/pro_lig_voxels/train/1493_pro_0066_lig.npy,0
66,2541,./data/processed_data/pro_lig_voxels/train/2541_pro_0066_lig.npy,0
66,1924,./data/processed_data/pro_lig_voxels/train/1924_pro_0066_lig.npy,0
66,1353,./data/processed_data/pro_lig_voxels/train/1353_pro_0066_lig.npy,0
66,66,./data/processed_data/pro_lig_voxels/train/0066_pro_0066_lig.npy,1
67,620,./data/processed_data/pro_lig_voxels/train/0620_pro_0067_lig.npy,0
67,2659,./data/processed_data/pro_lig_voxels/train/2659_pro_0067_lig.npy,0
67,125,./data/processed_data/pro_lig_voxels/train/0125_pro_0067_lig.npy,0
67,1545,./data/processed_data/pro_lig_voxels/train/1545_pro_0067_lig.npy,0
67,67,./data/processed_data/pro_lig_voxels/train/0067_pro_0067_lig.npy,1
68,1916,./data/processed_data/pro_lig_voxels/train/1916_pro_0068_lig.npy,0
