,lig_id,pro_id,dests,score
54,11,11,./processed_data/pro_lig_2_voxels/train/0011_pro_0011_lig.npy,1
55,12,260,./processed_data/pro_lig_2_voxels/train/0260_pro_0012_lig.npy,0
56,12,553,./processed_data/pro_lig_2_voxels/train/0553_pro_0012_lig.npy,0
57,12,776,./processed_data/pro_lig_2_voxels/train/0776_pro_0012_lig.npy,0
58,12,338,./processed_data/pro_lig_2_voxels/train/0338_pro_0012_lig.npy,0
59,12,12,./processed_data/pro_lig_2_voxels/train/0012_pro_0012_lig.npy,1
60,13,207,./processed_data/pro_lig_2_voxels/train/0207_pro_0013_lig.npy,0
61,13,464,./processed_data/pro_lig_2_voxels/train/0464_pro_0013_lig.npy,0
62,13,285,./processed_data/pro_lig_2_voxels/train/0285_pro_0013_lig.npy,0
63,13,394,./processed_data/pro_lig_2_voxels/train/0394_pro_0013_lig.npy,0
64,13,13,./processed_data/pro_lig_2_voxels/train/0013_pro_0013_lig.npy,1
65,14,492,./processed_data/pro_lig_2_voxels/train/0492_pro_0014_lig.npy,0
66,14,256,./processed_data/pro_lig_2_voxels/train/0256_pro_0014_lig.npy,0
67,14,406,./processed_data/pro_lig_2_voxels/train/0406_pro_0014_lig.npy,0
68,14,160,./processed_data/pro_lig_2_voxels/train/0160_pro_0014_lig.npy,0
69,14,14,./processed_data/pro_lig_2_voxels/train/0014_pro_0014_lig.npy,1
70,15,490,./processed_data/pro_lig_2_voxels/train/0490_pro_0015_lig.npy,0
71,15,894,./processed_data/pro_lig_2_voxels/train/0894_pro_0015_lig.npy,0
72,15,236,./processed_data/pro_lig_2_voxels/train/0236_pro_0015_lig.npy,0
73,15,740,./processed_data/pro_lig_2_voxels/train/0740_pro_0015_lig.npy,0
74,15,15,./processed_data/pro_lig_2_voxels/train/0015_pro_0015_lig.npy,1
75,16,542,./processed_data/pro_lig_2_voxels/train/0542_pro_0016_lig.npy,0
76,16,398,./processed_data/pro_lig_2_voxels/train/0398_pro_0016_lig.npy,0
77,16,751,./processed_data/pro_lig_2_voxels/train/0751_pro_0016_lig.npy,0
78,16,631,./processed_data/pro_lig_2_voxels/train/0631_pro_0016_lig.npy,0
79,16,16,./processed_data/pro_lig_2_voxels/train/0016_pro_0016_lig.npy,1
80,17,227,./processed_data/pro_lig_2_voxels/train/0227_pro_0017_lig.npy,0
81,17,318,./processed_data/pro_lig_2_voxels/train/0318_pro_0017_lig.npy,0
82,17,334,./processed_data/pro_lig_2_voxels/train/0334_pro_0017_lig.npy,0
83,17,882,./processed_data/pro_lig_2_voxels/train/0882_pro_0017_lig.npy,0
84,17,17,./processed_data/pro_lig_2_voxels/train/0017_pro_0017_lig.npy,1
85,18,247,./processed_data/pro_lig_2_voxels/train/0247_pro_0018_lig.npy,0
86,18,96,./processed_data/pro_lig_2_voxels/train/0096_pro_0018_lig.npy,0
87,18,649,./processed_data/pro_lig_2_voxels/train/0649_pro_0018_lig.npy,0
88,18,646,./processed_data/pro_lig_2_voxels/train/0646_pro_0018_lig.npy,0
89,18,18,./processed_data/pro_lig_2_voxels/train/0018_pro_0018_lig.npy,1
90,19,632,./processed_data/pro_lig_2_voxels/train/0632_pro_0019_lig.npy,0
91,19,486,./processed_data/pro_lig_2_voxels/train/0486_pro_0019_lig.npy,0
92,19,222,./processed_data/pro_lig_2_voxels/train/0222_pro_0019_lig.npy,0
93,19,578,./processed_data/pro_lig_2_voxels/train/0578_pro_0019_lig.npy,0
94,19,19,./processed_data/pro_lig_2_voxels/train/0019_pro_0019_lig.npy,1
95,20,766,./processed_data/pro_lig_2_voxels/train/0766_pro_0020_lig.npy,0
96,20,253,./processed_data/pro_lig_2_voxels/train/0253_pro_0020_lig.npy,0
97,20,673,./processed_data/pro_lig_2_voxels/train/0673_pro_0020_lig.npy,0
98,20,770,./processed_data/pro_lig_2_voxels/train/0770_pro_0020_lig.npy,0
99,20,20,./processed_data/pro_lig_2_voxels/train/0020_pro_0020_lig.npy,1
100,21,204,./processed_data/pro_lig_2_voxels/train/0204_pro_0021_lig.npy,0
101,21,291,./processed_data/pro_lig_2_voxels/train/0291_pro_0021_lig.npy,0
102,21,390,./processed_data/pro_lig_2_voxels/train/0390_pro_0021_lig.npy,0
103,21,740,./processed_data/pro_lig_2_voxels/train/0740_pro_0021_lig.npy,0
104,21,21,./processed_data/pro_lig_2_voxels/train/0021_pro_0021_lig.npy,1
105,22,335,./processed_data/pro_lig_2_voxels/train/0335_pro_0022_lig.npy,0
106,22,819,./processed_data/pro_lig_2_voxels/train/0819_pro_0022_lig.npy,0
107,22,579,./processed_data/pro_lig_2_voxels/train/0579_pro_0022_lig.npy,0
108,22,45,./processed_data/pro_lig_2_voxels/train/0045_pro_0022_lig.npy,0
109,22,22,./processed_data/pro_lig_2_voxels/train/0022_pro_0022_lig.npy,1
110,23,847,./processed_data/pro_lig_2_voxels/train/0847_pro_0023_lig.npy,0
111,23,300,./processed_data/pro_lig_2_voxels/train/0300_pro_0023_lig.npy,0
112,23,535,./processed_data/pro_lig_2_voxels/train/0535_pro_0023_lig.npy,0
113,23,96,./processed_data/pro_lig_2_voxels/train/0096_pro_0023_lig.npy,0
114,23,23,./processed_data/pro_lig_2_voxels/train/0023_pro_0023_lig.npy,1
115,24,502,./processed_data/pro_lig_2_voxels/train/0502_pro_0024_lig.npy,0
116,24,797,./processed_data/pro_lig_2_voxels/train/0797_pro_0024_lig.npy,0
117,24,755,./processed_data/pro_lig_2_voxels/train/0755_pro_0024_lig.npy,0
118,24,530,./processed_data/pro_lig_2_voxels/train/0530_pro_0024_lig.npy,0
119,24,24,./processed_data/pro_lig_2_voxels/train/0024_pro_0024_lig.npy,1
120,25,94,./processed_data/pro_lig_2_voxels/train/0094_pro_0025_lig.npy,0
121,25,588,./processed_data/pro_lig_2_voxels/train/0588_pro_0025_lig.npy,0
122,25,213,./processed_data/pro_lig_2_voxels/train/0213_pro_0025_lig.npy,0
123,25,719,./processed_data/pro_lig_2_voxels/train/0719_pro_0025_lig.npy,0
124,25,25,./processed_data/pro_lig_2_voxels/train/0025_pro_0025_lig.npy,1
125,26,370,./processed_data/pro_lig_2_voxels/train/0370_pro_0026_lig.npy,0
126,26,141,./processed_data/pro_lig_2_voxels/train/0141_pro_0026_lig.npy,0
127,26,479,./processed_data/pro_lig_2_voxels/train/0479_pro_0026_lig.npy,0
128,26,242,./processed_data/pro_lig_2_voxels/train/0242_pro_0026_lig.npy,0
129,26,26,./processed_data/pro_lig_2_voxels/train/0026_pro_0026_lig.npy,1
130,27,328,./processed_data/pro_lig_2_voxels/train/0328_pro_0027_lig.npy,0
131,27,392,./processed_data/pro_lig_2_voxels/train/0392_pro_0027_lig.npy,0
132,27,565,./processed_data/pro_lig_2_voxels/train/0565_pro_0027_lig.npy,0
133,27,575,./processed_data/pro_lig_2_voxels/train/0575_pro_0027_lig.npy,0
134,27,27,./processed_data/pro_lig_2_voxels/train/0027_pro_0027_lig.npy,1
135,28,849,./processed_data/pro_lig_2_voxels/train/0849_pro_0028_lig.npy,0
136,28,721,./processed_data/pro_lig_2_voxels/train/0721_pro_0028_lig.npy,0
137,28,261,./processed_data/pro_lig_2_voxels/train/0261_pro_0028_lig.npy,0
138,28,623,./processed_data/pro_lig_2_voxels/train/0623_pro_0028_lig.npy,0
139,28,28,./processed_data/pro_lig_2_voxels/train/0028_pro_0028_lig.npy,1
140,29,764,./processed_data/pro_lig_2_voxels/train/0764_pro_0029_lig.npy,0
141,29,390,./processed_data/pro_lig_2_voxels/train/0390_pro_0029_lig.npy,0
142,29,816,./processed_data/pro_lig_2_voxels/train/0816_pro_0029_lig.npy,0
143,29,554,./processed_data/pro_lig_2_voxels/train/0554_pro_0029_lig.npy,0
144,29,29,./processed_data/pro_lig_2_voxels/train/0029_pro_0029_lig.npy,1
145,30,861,./processed_data/pro_lig_2_voxels/train/0861_pro_0030_lig.npy,0
146,30,489,./processed_data/pro_lig_2_voxels/train/0489_pro_0030_lig.npy,0
147,30,185,./processed_data/pro_lig_2_voxels/train/0185_pro_0030_lig.npy,0
148,30,876,./processed_data/pro_lig_2_voxels/train/0876_pro_0030_lig.npy,0
149,30,30,./processed_data/pro_lig_2_voxels/train/0030_pro_0030_lig.npy,1
150,31,774,./processed_data/pro_lig_2_voxels/train/0774_pro_0031_lig.npy,0
151,31,710,./processed_data/pro_lig_2_voxels/train/0710_pro_0031_lig.npy,0
152,31,366,./processed_data/pro_lig_2_voxels/train/0366_pro_0031_lig.npy,0
153,31,1,./processed_data/pro_lig_2_voxels/train/0001_pro_0031_lig.npy,0
154,31,31,./processed_data/pro_lig_2_voxels/train/0031_pro_0031_lig.npy,1
155,32,587,./processed_data/pro_lig_2_voxels/train/0587_pro_0032_lig.npy,0
156,32,386,./processed_data/pro_lig_2_voxels/train/0386_pro_0032_lig.npy,0
157,32,146,./processed_data/pro_lig_2_voxels/train/0146_pro_0032_lig.npy,0
158,32,766,./processed_data/pro_lig_2_voxels/train/0766_pro_0032_lig.npy,0
159,32,32,./processed_data/pro_lig_2_voxels/train/0032_pro_0032_lig.npy,1
160,33,852,./processed_data/pro_lig_2_voxels/train/0852_pro_0033_lig.npy,0
161,33,635,./processed_data/pro_lig_2_voxels/train/0635_pro_0033_lig.npy,0
162,33,328,./processed_data/pro_lig_2_voxels/train/0328_pro_0033_lig.npy,0
163,33,653,./processed_data/pro_lig_2_voxels/train/0653_pro_0033_lig.npy,0
164,33,33,./processed_data/pro_lig_2_voxels/train/0033_pro_0033_lig.npy,1
165,34,571,./processed_data/pro_lig_2_voxels/train/0571_pro_0034_lig.npy,0
166,34,174,./processed_data/pro_lig_2_voxels/train/0174_pro_0034_lig.npy,0
167,34,709,./processed_data/pro_lig_2_voxels/train/0709_pro_0034_lig.npy,0
168,34,520,./processed_data/pro_lig_2_voxels/train/0520_pro_0034_lig.npy,0
169,34,34,./processed_data/pro_lig_2_voxels/train/0034_pro_0034_lig.npy,1
170,35,617,./processed_data/pro_lig_2_voxels/train/0617_pro_0035_lig.npy,0
171,35,232,./processed_data/pro_lig_2_voxels/train/0232_pro_0035_lig.npy,0
172,35,468,./processed_data/pro_lig_2_voxels/train/0468_pro_0035_lig.npy,0
173,35,306,./processed_data/pro_lig_2_voxels/train/0306_pro_0035_lig.npy,0
174,35,35,./processed_data/pro_lig_2_voxels/train/0035_pro_0035_lig.npy,1
175,36,223,./processed_data/pro_lig_2_voxels/train/0223_pro_0036_lig.npy,0
176,36,618,./processed_data/pro_lig_2_voxels/train/0618_pro_0036_lig.npy,0
177,36,632,./processed_data/pro_lig_2_voxels/train/0632_pro_0036_lig.npy,0
178,36,77,./processed_data/pro_lig_2_voxels/train/0077_pro_0036_lig.npy,0
179,36,36,./processed_data/pro_lig_2_voxels/train/0036_pro_0036_lig.npy,1
180,37,178,./processed_data/pro_lig_2_voxels/train/0178_pro_0037_lig.npy,0
181,37,805,./processed_data/pro_lig_2_voxels/train/0805_pro_0037_lig.npy,0
182,37,846,./processed_data/pro_lig_2_voxels/train/0846_pro_0037_lig.npy,0
183,37,899,./processed_data/pro_lig_2_voxels/train/0899_pro_0037_lig.npy,0
184,37,37,./processed_data/pro_lig_2_voxels/train/0037_pro_0037_lig.npy,1
185,38,670,./processed_data/pro_lig_2_voxels/train/0670_pro_0038_lig.npy,0
186,38,41,./processed_data/pro_lig_2_voxels/train/0041_pro_0038_lig.npy,0
187,38,785,./processed_data/pro_lig_2_voxels/train/0785_pro_0038_lig.npy,0
188,38,397,./processed_data/pro_lig_2_voxels/train/0397_pro_0038_lig.npy,0
189,38,38,./processed_data/pro_lig_2_voxels/train/0038_pro_0038_lig.npy,1
190,39,575,./processed_data/pro_lig_2_voxels/train/0575_pro_0039_lig.npy,0
191,39,542,./processed_data/pro_lig_2_voxels/train/0542_pro_0039_lig.npy,0
192,39,622,./processed_data/pro_lig_2_voxels/train/0622_pro_0039_lig.npy,0
193,39,688,./processed_data/pro_lig_2_voxels/train/0688_pro_0039_lig.npy,0
194,39,39,./processed_data/pro_lig_2_voxels/train/0039_pro_0039_lig.npy,1
195,40,506,./processed_data/pro_lig_2_voxels/train/0506_pro_0040_lig.npy,0
196,40,851,./processed_data/pro_lig_2_voxels/train/0851_pro_0040_lig.npy,0
197,40,325,./processed_data/pro_lig_2_voxels/train/0325_pro_0040_lig.npy,0
198,40,355,./processed_data/pro_lig_2_voxels/train/0355_pro_0040_lig.npy,0
199,40,40,./processed_data/pro_lig_2_voxels/train/0040_pro_0040_lig.npy,1
200,41,370,./processed_data/pro_lig_2_voxels/train/0370_pro_0041_lig.npy,0
201,41,588,./processed_data/pro_lig_2_voxels/train/0588_pro_0041_lig.npy,0
202,41,163,./processed_data/pro_lig_2_voxels/train/0163_pro_0041_lig.npy,0
203,41,103,./processed_data/pro_lig_2_voxels/train/0103_pro_0041_lig.npy,0
204,41,41,./processed_data/pro_lig_2_voxels/train/0041_pro_0041_lig.npy,1
205,42,332,./processed_data/pro_lig_2_voxels/train/0332_pro_0042_lig.npy,0
206,42,815,./processed_data/pro_lig_2_voxels/train/0815_pro_0042_lig.npy,0
207,42,298,./processed_data/pro_lig_2_voxels/train/0298_pro_0042_lig.npy,0
208,42,324,./processed_data/pro_lig_2_voxels/train/0324_pro_0042_lig.npy,0
209,42,42,./processed_data/pro_lig_2_voxels/train/0042_pro_0042_lig.npy,1
210,43,864,./processed_data/pro_lig_2_voxels/train/0864_pro_0043_lig.npy,0
211,43,217,./processed_data/pro_lig_2_voxels/train/0217_pro_0043_lig.npy,0
212,43,382,./processed_data/pro_lig_2_voxels/train/0382_pro_0043_lig.npy,0
213,43,210,./processed_data/pro_lig_2_voxels/train/0210_pro_0043_lig.npy,0
214,43,43,./processed_data/pro_lig_2_voxels/train/0043_pro_0043_lig.npy,1
215,44,708,./processed_data/pro_lig_2_voxels/train/0708_pro_0044_lig.npy,0
216,44,670,./processed_data/pro_lig_2_voxels/train/0670_pro_0044_lig.npy,0
217,44,606,./processed_data/pro_lig_2_voxels/train/0606_pro_0044_lig.npy,0
218,44,601,./processed_data/pro_lig_2_voxels/train/0601_pro_0044_lig.npy,0
219,44,44,./processed_data/pro_lig_2_voxels/train/0044_pro_0044_lig.npy,1
220,45,521,./processed_data/pro_lig_2_voxels/train/0521_pro_0045_lig.npy,0
221,45,692,./processed_data/pro_lig_2_voxels/train/0692_pro_0045_lig.npy,0
222,45,346,./processed_data/pro_lig_2_voxels/train/0346_pro_0045_lig.npy,0
223,45,298,./processed_data/pro_lig_2_voxels/train/0298_pro_0045_lig.npy,0
224,45,45,./processed_data/pro_lig_2_voxels/train/0045_pro_0045_lig.npy,1
225,46,365,./processed_data/pro_lig_2_voxels/train/0365_pro_0046_lig.npy,0
226,46,52,./processed_data/pro_lig_2_voxels/train/0052_pro_0046_lig.npy,0
227,46,705,./processed_data/pro_lig_2_voxels/train/0705_pro_0046_lig.npy,0
228,46,639,./processed_data/pro_lig_2_voxels/train/0639_pro_0046_lig.npy,0
229,46,46,./processed_data/pro_lig_2_voxels/train/0046_pro_0046_lig.npy,1
230,47,712,./processed_data/pro_lig_2_voxels/train/0712_pro_0047_lig.npy,0
231,47,283,./processed_data/pro_lig_2_voxels/train/0283_pro_0047_lig.npy,0
232,47,527,./processed_data/pro_lig_2_voxels/train/0527_pro_0047_lig.npy,0
233,47,349,./processed_data/pro_lig_2_voxels/train/0349_pro_0047_lig.npy,0
234,47,47,./processed_data/pro_lig_2_voxels/train/0047_pro_0047_lig.npy,1
235,48,207,./processed_data/pro_lig_2_voxels/train/0207_pro_0048_lig.npy,0
236,48,139,./processed_data/pro_lig_2_voxels/train/0139_pro_0048_lig.npy,0
237,48,239,./processed_data/pro_lig_2_voxels/train/0239_pro_0048_lig.npy,0
238,48,552,./processed_data/pro_lig_2_voxels/train/0552_pro_0048_lig.npy,0
239,48,48,./processed_data/pro_lig_2_voxels/train/0048_pro_0048_lig.npy,1
240,49,504,./processed_data/pro_lig_2_voxels/train/0504_pro_0049_lig.npy,0
241,49,576,./processed_data/pro_lig_2_voxels/train/0576_pro_0049_lig.npy,0
242,49,206,./processed_data/pro_lig_2_voxels/train/0206_pro_0049_lig.npy,0
243,49,617,./processed_data/pro_lig_2_voxels/train/0617_pro_0049_lig.npy,0
244,49,49,./processed_data/pro_lig_2_voxels/train/0049_pro_0049_lig.npy,1
245,50,601,./processed_data/pro_lig_2_voxels/train/0601_pro_0050_lig.npy,0
246,50,625,./processed_data/pro_lig_2_voxels/train/0625_pro_0050_lig.npy,0
247,50,573,./processed_data/pro_lig_2_voxels/train/0573_pro_0050_lig.npy,0
248,50,346,./processed_data/pro_lig_2_voxels/train/0346_pro_0050_lig.npy,0
249,50,50,./processed_data/pro_lig_2_voxels/train/0050_pro_0050_lig.npy,1
250,51,688,./processed_data/pro_lig_2_voxels/train/0688_pro_0051_lig.npy,0
251,51,846,./processed_data/pro_lig_2_voxels/train/0846_pro_0051_lig.npy,0
252,51,713,./processed_data/pro_lig_2_voxels/train/0713_pro_0051_lig.npy,0
253,51,809,./processed_data/pro_lig_2_voxels/train/0809_pro_0051_lig.npy,0
254,51,51,./processed_data/pro_lig_2_voxels/train/0051_pro_0051_lig.npy,1
255,52,262,./processed_data/pro_lig_2_voxels/train/0262_pro_0052_lig.npy,0
256,52,683,./processed_data/pro_lig_2_voxels/train/0683_pro_0052_lig.npy,0
257,52,642,./processed_data/pro_lig_2_voxels/train/0642_pro_0052_lig.npy,0
258,52,860,./processed_data/pro_lig_2_voxels/train/0860_pro_0052_lig.npy,0
259,52,52,./processed_data/pro_lig_2_voxels/train/0052_pro_0052_lig.npy,1
260,53,853,./processed_data/pro_lig_2_voxels/train/0853_pro_0053_lig.npy,0
261,53,344,./processed_data/pro_lig_2_voxels/train/0344_pro_0053_lig.npy,0
262,53,118,./processed_data/pro_lig_2_voxels/train/0118_pro_0053_lig.npy,0
263,53,539,./processed_data/pro_lig_2_voxels/train/0539_pro_0053_lig.npy,0
264,53,53,./processed_data/pro_lig_2_voxels/train/0053_pro_0053_lig.npy,1
265,54,202,./processed_data/pro_lig_2_voxels/train/0202_pro_0054_lig.npy,0
266,54,798,./processed_data/pro_lig_2_voxels/train/0798_pro_0054_lig.npy,0
267,54,443,./processed_data/pro_lig_2_voxels/train/0443_pro_0054_lig.npy,0
268,54,858,./processed_data/pro_lig_2_voxels/train/0858_pro_0054_lig.npy,0
269,54,54,./processed_data/pro_lig_2_voxels/train/0054_pro_0054_lig.npy,1
270,55,727,./processed_data/pro_lig_2_voxels/train/0727_pro_0055_lig.npy,0
271,55,243,./processed_data/pro_lig_2_voxels/train/0243_pro_0055_lig.npy,0
272,55,730,./processed_data/pro_lig_2_voxels/train/0730_pro_0055_lig.npy,0
273,55,791,./processed_data/pro_lig_2_voxels/train/0791_pro_0055_lig.npy,0
274,55,55,./processed_data/pro_lig_2_voxels/train/0055_pro_0055_lig.npy,1
275,56,541,./processed_data/pro_lig_2_voxels/train/0541_pro_0056_lig.npy,0
276,56,414,./processed_data/pro_lig_2_voxels/train/0414_pro_0056_lig.npy,0
277,56,213,./processed_data/pro_lig_2_voxels/train/0213_pro_0056_lig.npy,0
278,56,454,./processed_data/pro_lig_2_voxels/train/0454_pro_0056_lig.npy,0
279,56,56,./processed_data/pro_lig_2_voxels/train/0056_pro_0056_lig.npy,1
280,57,764,./processed_data/pro_lig_2_voxels/train/0764_pro_0057_lig.npy,0
281,57,123,./processed_data/pro_lig_2_voxels/train/0123_pro_0057_lig.npy,0
282,57,498,./processed_data/pro_lig_2_voxels/train/0498_pro_0057_lig.npy,0
283,57,832,./processed_data/pro_lig_2_voxels/train/0832_pro_0057_lig.npy,0
284,57,57,./processed_data/pro_lig_2_voxels/train/0057_pro_0057_lig.npy,1
285,58,491,./processed_data/pro_lig_2_voxels/train/0491_pro_0058_lig.npy,0
286,58,762,./processed_data/pro_lig_2_voxels/train/0762_pro_0058_lig.npy,0
287,58,696,./processed_data/pro_lig_2_voxels/train/0696_pro_0058_lig.npy,0
288,58,122,./processed_data/pro_lig_2_voxels/train/0122_pro_0058_lig.npy,0
289,58,58,./processed_data/pro_lig_2_voxels/train/0058_pro_0058_lig.npy,1
290,59,368,./processed_data/pro_lig_2_voxels/train/0368_pro_0059_lig.npy,0
291,59,339,./processed_data/pro_lig_2_voxels/train/0339_pro_0059_lig.npy,0
292,59,79,./processed_data/pro_lig_2_voxels/train/0079_pro_0059_lig.npy,0
293,59,374,./processed_data/pro_lig_2_voxels/train/0374_pro_0059_lig.npy,0
294,59,59,./processed_data/pro_lig_2_voxels/train/0059_pro_0059_lig.npy,1
295,60,240,./processed_data/pro_lig_2_voxels/train/0240_pro_0060_lig.npy,0
296,60,189,./processed_data/pro_lig_2_voxels/train/0189_pro_0060_lig.npy,0
297,60,318,./processed_data/pro_lig_2_voxels/train/0318_pro_0060_lig.npy,0
298,60,515,./processed_data/pro_lig_2_voxels/train/0515_pro_0060_lig.npy,0
299,60,60,./processed_data/pro_lig_2_voxels/train/0060_pro_0060_lig.npy,1
300,61,626,./processed_data/pro_lig_2_voxels/train/0626_pro_0061_lig.npy,0
301,61,430,./processed_data/pro_lig_2_voxels/train/0430_pro_0061_lig.npy,0
302,61,110,./processed_data/pro_lig_2_voxels/train/0110_pro_0061_lig.npy,0
303,61,860,./processed_data/pro_lig_2_voxels/train/0860_pro_0061_lig.npy,0
304,61,61,./processed_data/pro_lig_2_voxels/train/0061_pro_0061_lig.npy,1
305,62,829,./processed_data/pro_lig_2_voxels/train/0829_pro_0062_lig.npy,0
306,62,678,./processed_data/pro_lig_2_voxels/train/0678_pro_0062_lig.npy,0
307,62,316,./processed_data/pro_lig_2_voxels/train/0316_pro_0062_lig.npy,0
308,62,894,./processed_data/pro_lig_2_voxels/train/0894_pro_0062_lig.npy,0
309,62,62,./processed_data/pro_lig_2_voxels/train/0062_pro_0062_lig.npy,1
310,63,389,./processed_data/pro_lig_2_voxels/train/0389_pro_0063_lig.npy,0
311,63,592,./processed_data/pro_lig_2_voxels/train/0592_pro_0063_lig.npy,0
312,63,157,./processed_data/pro_lig_2_voxels/train/0157_pro_0063_lig.npy,0
313,63,204,./processed_data/pro_lig_2_voxels/train/0204_pro_0063_lig.npy,0
314,63,63,./processed_data/pro_lig_2_voxels/train/0063_pro_0063_lig.npy,1
315,64,755,./processed_data/pro_lig_2_voxels/train/0755_pro_0064_lig.npy,0
316,64,99,./processed_data/pro_lig_2_voxels/train/0099_pro_0064_lig.npy,0
317,64,567,./processed_data/pro_lig_2_voxels/train/0567_pro_0064_lig.npy,0
318,64,154,./processed_data/pro_lig_2_voxels/train/0154_pro_0064_lig.npy,0
319,64,64,./processed_data/pro_lig_2_voxels/train/0064_pro_0064_lig.npy,1
320,65,435,./processed_data/pro_lig_2_voxels/train/0435_pro_0065_lig.npy,0
321,65,855,./processed_data/pro_lig_2_voxels/train/0855_pro_0065_lig.npy,0
322,65,893,./processed_data/pro_lig_2_voxels/train/0893_pro_0065_lig.npy,0
323,65,636,./processed_data/pro_lig_2_voxels/train/0636_pro_0065_lig.npy,0
